,EmployeeID,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,Education_1,Education_2,Education_3,Education_4,Education_5,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Unnamed: 0,Age,DistanceFromHome,JobLevel,MonthlyIncome,NumCompaniesWorked,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,retirado,SalaryHike
711,712,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,711,48,2,2,28190,1.0,0,11.0,2,10,0,8,4.0,4.0,3.0,2,4,0,0.2
712,713,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,712,27,2,2,48510,8.0,0,5.0,2,1,0,0,3.0,4.0,3.0,3,3,0,0.18
713,714,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,713,51,4,3,40280,3.0,0,29.0,3,5,0,3,4.0,2.0,2.0,3,3,0,0.14
714,715,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,714,18,1,2,27200,1.0,1,0.0,2,0,0,0,4.0,4.0,4.0,3,4,0,0.22
715,716,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,715,35,1,2,81200,0.0,0,10.0,2,9,0,0,4.0,4.0,3.0,2,3,0,0.13
716,717,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,716,27,26,1,46470,3.0,0,8.0,3,6,0,0,4.0,4.0,3.0,4,3,0,0.17
717,718,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,717,55,19,1,46800,6.0,3,24.0,0,19,3,8,1.0,3.0,2.0,4,3,1,0.14
718,719,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,718,56,24,2,32210,4.0,2,33.0,2,19,15,9,4.0,2.0,3.0,3,3,0,0.15
719,720,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,719,34,1,2,86210,1.0,1,5.0,1,5,0,0,1.0,3.0,3.0,3,3,0,0.17
720,721,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,720,40,3,2,45770,5.0,1,15.0,3,12,11,8,2.0,3.0,3.0,2,3,0,0.11
721,722,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,721,34,5,1,45530,4.0,1,10.0,2,8,7,7,2.0,3.0,3.0,4,3,0,0.18
722,723,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,722,31,2,2,53960,7.0,1,3.0,2,1,0,0,3.0,4.0,4.0,1,3,1,0.17
723,724,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,723,35,1,1,67960,0.0,0,5.0,2,4,3,2,4.0,3.0,2.0,3,3,1,0.13
724,725,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,724,38,7,2,76250,1.0,0,4.0,2,4,0,3,4.0,3.0,3.0,2,3,0,0.15
725,726,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,725,34,10,2,74120,1.0,0,14.0,4,14,4,11,3.0,4.0,4.0,3,4,0,0.24
726,727,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,726,28,2,2,111590,1.0,0,5.0,2,5,0,4,3.0,1.0,3.0,3,3,0,0.12
727,728,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,727,31,15,2,49600,1.0,0,10.0,3,10,6,7,4.0,3.0,2.0,2,3,1,0.15
728,729,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,728,39,17,2,104750,3.0,1,8.0,3,5,1,4,1.0,4.0,4.0,3,3,0,0.11
729,730,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,729,51,20,2,148140,2.0,1,14.0,2,4,3,2,2.0,2.0,3.0,2,3,0,0.11
730,731,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,730,41,1,4,191410,3.0,1,12.0,2,6,3,3,4.0,4.0,2.0,3,3,0,0.12
731,732,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,731,37,2,1,54050,7.0,0,8.0,3,6,1,3,3.0,3.0,3.0,4,3,0,0.15
732,733,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,732,33,2,1,87930,6.0,0,8.0,2,5,1,2,2.0,4.0,4.0,3,3,0,0.17
733,734,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,733,32,1,5,191890,0.0,1,4.0,3,3,1,2,3.0,2.0,2.0,3,3,0,0.12
734,735,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,734,39,29,2,38750,3.0,0,13.0,3,6,0,5,3.0,3.0,3.0,3,3,0,0.15
735,736,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,735,25,7,1,22160,2.0,3,6.0,2,3,1,2,1.0,3.0,2.76,2,3,0,0.13
736,737,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,736,52,2,2,117130,2.0,0,24.0,2,5,0,2,4.0,3.0,2.0,3,3,0,0.14
737,738,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,737,43,2,1,78610,1.0,2,20.0,1,20,1,8,1.0,3.0,1.0,3,3,0,0.14
738,739,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,738,27,2,1,37080,1.0,2,6.0,2,6,4,4,4.0,4.0,3.0,3,3,0,0.16
739,740,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,739,27,2,1,137700,1.0,1,8.0,3,8,7,7,4.0,3.0,3.0,4,3,1,0.18
740,741,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,740,26,2,3,53040,0.0,1,5.0,2,4,1,1,1.0,4.0,3.0,3,4,0,0.2
741,742,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,741,42,23,3,26420,0.0,1,21.0,3,20,0,9,3.0,1.0,3.0,3,3,0,0.13
742,743,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,742,52,5,1,27590,9.0,1,12.0,6,5,0,4,3.0,1.0,1.0,3,3,0,0.18
743,744,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,743,37,20,2,68040,4.0,1,8.0,1,3,0,2,1.0,3.0,3.0,3,3,0,0.13
744,745,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,744,35,6,2,61420,2.0,1,10.0,2,2,2,2,3.0,4.0,3.0,3,3,0,0.15
745,746,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,745,25,1,2,25000,4.0,2,7.0,2,3,0,2,1.0,4.0,2.0,1,3,0,0.14
746,747,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,746,26,29,1,63890,0.0,0,8.0,2,7,0,7,3.0,1.0,3.0,2,4,0,0.22
747,748,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,747,29,9,1,111030,1.0,0,10.0,5,10,0,9,2.0,1.0,2.0,2,3,0,0.12
748,749,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,748,49,6,2,23420,3.0,0,20.0,2,4,1,3,1.0,1.0,3.0,3,3,1,0.18
749,750,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,749,29,3,2,68110,0.0,1,9.0,2,8,7,7,3.0,4.0,3.0,3,3,1,0.15
750,751,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,750,54,1,2,22970,6.0,2,29.0,2,20,12,7,4.0,4.0,2.0,2,3,0,0.18
751,752,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,751,58,22,2,24500,3.0,1,32.0,2,9,1,5,4.0,1.0,3.0,3,3,0,0.12
752,753,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,752,55,7,3,50930,2.0,1,31.0,3,7,0,0,2.0,4.0,4.0,3,3,0,0.16
753,754,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,753,36,1,2,53090,3.0,0,15.0,5,5,0,1,1.0,2.0,3.0,3,3,0,0.13
754,755,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,754,31,4,2,30570,1.0,0,1.0,3,1,0,0,2.0,3.0,3.0,3,3,1,0.19
755,756,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,755,30,3,3,51210,7.0,0,8.0,4,3,0,2,4.0,1.0,3.0,3,3,0,0.13
756,757,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,756,31,1,1,168560,3.0,1,9.0,3,3,1,0,1.0,2.0,4.0,3,3,0,0.12
757,758,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,757,34,2,5,26860,5.0,0,10.0,3,4,1,3,4.0,1.0,3.0,4,3,0,0.11
758,759,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,758,31,20,1,61800,1.0,1,1.0,2,1,0,0,1.0,2.0,4.0,1,3,1,0.14
759,760,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,759,27,11,4,66320,0.0,0,6.0,3,5,1,4,2.0,1.0,4.0,3,3,0,0.16
760,761,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,760,36,1,2,35050,1.0,2,10.0,2,10,1,8,1.0,4.0,2.0,2,3,0,0.12
761,762,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,761,36,24,3,63970,4.0,1,11.0,3,3,0,2,3.0,1.0,2.0,3,3,0,0.14
762,763,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,762,47,23,2,62740,7.0,2,17.0,0,6,1,2,1.0,4.0,2.0,3,3,0,0.14
763,764,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,763,25,16,2,198590,3.0,0,6.0,3,3,2,2,1.0,1.0,3.0,2,3,1,0.19
764,765,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,764,37,8,1,75870,0.0,1,7.0,5,6,1,3,3.0,3.0,1.0,3,4,0,0.22
765,766,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,765,56,10,2,42580,2.0,0,5.0,2,3,1,0,1.0,1.0,4.0,3,3,0,0.16
766,767,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,766,47,3,2,43640,3.0,1,26.0,3,20,5,6,1.0,3.0,4.0,3,3,0,0.11
767,768,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,767,24,5,1,43350,1.0,1,5.0,5,5,0,3,4.0,3.0,3.0,3,3,0,0.15
768,769,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,768,32,4,1,53260,4.0,1,7.0,2,4,0,3,4.0,4.0,2.0,3,3,0,0.14
769,770,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,769,34,9,1,32800,5.0,0,7.0,3,5,0,2,4.0,2.0,2.0,3,3,0,0.13
770,771,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,770,41,26,3,54850,2.0,2,7.0,2,4,0,3,2.0,3.0,2.0,3,3,0,0.17
771,772,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,771,40,3,1,43420,3.0,1,11.0,6,8,0,7,3.0,3.0,4.0,2,3,0,0.11
772,773,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,772,31,16,2,27820,1.0,1,13.0,5,13,9,9,1.0,4.0,3.0,3,3,0,0.19
773,774,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,773,46,18,1,59800,4.0,1,28.0,2,7,4,3,1.0,4.0,4.0,3,3,1,0.11
774,775,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,774,39,2,2,43810,2.0,2,11.0,1,1,0,0,1.0,1.0,4.0,2,3,1,0.15
775,776,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,775,31,2,2,25720,1.0,3,10.0,3,10,4,7,3.0,2.0,3.0,3,3,1,0.13
776,777,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,776,45,10,1,38330,2.0,0,24.0,1,7,0,7,2.0,1.0,3.0,3,3,0,0.14
777,778,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,777,31,16,3,42440,9.0,0,8.0,3,3,0,2,4.0,2.0,3.0,3,3,0,0.13
778,779,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,778,31,7,1,65000,6.0,1,7.0,5,2,2,2,2.0,4.0,1.0,3,4,1,0.23
779,780,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,779,45,1,1,184300,4.0,1,10.0,5,3,1,2,2.0,4.0,4.0,3,3,0,0.12
780,781,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,780,48,24,2,16010,4.0,0,15.0,3,2,2,2,3.0,1.0,3.0,3,3,0,0.12
781,782,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,781,34,7,2,26940,1.0,1,2.0,3,2,2,2,1.0,3.0,3.0,3,3,1,0.16
782,783,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,782,40,25,1,31490,2.0,1,16.0,1,9,4,8,4.0,2.0,3.0,2,3,0,0.15
783,784,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,783,28,1,1,176390,0.0,1,6.0,0,5,1,3,4.0,1.0,3.0,3,3,0,0.13
784,785,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,784,44,5,1,23190,3.0,0,7.0,4,5,0,3,3.0,3.0,3.0,2,3,0,0.18
785,786,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,785,53,2,2,116910,4.0,0,35.0,2,9,8,8,4.0,2.0,2.0,3,4,0,0.2
786,787,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,786,49,7,3,53240,2.0,0,20.0,2,3,1,2,1.0,3.0,2.0,1,3,0,0.19
787,788,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,787,40,2,3,167520,2.0,1,8.0,3,3,1,2,3.0,3.0,4.0,3,3,0,0.18
788,789,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,788,44,5,3,52280,1.0,0,6.0,2,5,1,3,4.0,2.0,2.0,4,3,0,0.13
789,790,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,789,33,10,2,27000,0.0,3,5.0,2,4,0,3,4.0,1.0,3.0,3,3,0,0.14
790,791,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,790,34,10,1,192460,3.0,1,15.0,5,13,3,12,4.0,1.0,3.0,3,3,0,0.15
791,792,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,791,30,1,1,25060,8.0,0,4.0,3,2,2,2,4.0,3.0,2.0,3,4,0,0.22
792,793,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,792,42,8,1,60620,1.0,2,12.0,2,12,5,8,1.0,4.0,3.0,3,4,0,0.22
793,794,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,793,44,5,5,43820,7.0,2,11.0,2,1,0,0,1.0,3.0,2.0,3,3,0,0.16
794,795,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,794,30,8,1,21430,1.0,1,1.0,2,1,0,0,3.0,3.0,2.0,3,3,0,0.17
795,796,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,795,57,2,3,61620,0.0,0,13.0,5,12,2,8,2.0,3.0,2.0,2,3,0,0.14
796,797,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,796,49,7,2,50940,3.0,0,29.0,5,8,0,7,3.0,2.0,3.0,3,3,0,0.15
797,798,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,797,34,2,2,68770,7.0,0,16.0,3,14,6,9,2.0,1.0,2.0,3,4,0,0.2
798,799,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,798,28,2,1,22740,3.0,1,5.0,5,3,1,2,1.0,3.0,4.0,3,4,1,0.2
799,800,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,799,29,28,5,44340,0.0,3,7.0,1,5,0,0,1.0,2.0,1.0,3,3,1,0.17
800,801,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,800,34,7,1,62880,0.0,1,16.0,2,15,10,10,1.0,2.0,4.0,3,3,1,0.15
801,802,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,801,35,7,4,25530,1.0,1,1.0,4,1,0,0,4.0,3.0,3.0,2,3,0,0.14
802,803,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,802,24,3,2,76540,2.0,1,4.0,3,0,0,0,2.0,1.0,2.0,2,3,1,0.17
803,804,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,803,24,10,2,51600,1.0,1,1.0,3,1,0,0,4.0,2.0,3.0,1,3,0,0.17
804,805,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,804,44,5,2,171590,5.0,1,16.0,1,2,2,2,2.0,3.0,2.0,2,4,0,0.22
805,806,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,805,29,10,1,128080,1.0,0,10.0,6,10,0,4,3.0,3.0,3.0,3,3,0,0.13
806,807,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,806,30,1,3,102210,0.0,1,6.0,2,5,1,3,3.0,3.0,4.0,3,3,0,0.19
807,808,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,807,55,20,2,47790,0.0,1,4.0,6,3,1,2,4.0,3.0,3.0,3,3,0,0.14
808,809,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,808,33,7,2,37370,8.0,2,8.0,2,5,0,2,1.0,2.0,3.0,3,4,0,0.22
809,810,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,809,47,8,2,23660,3.0,0,11.0,5,5,1,2,3.0,3.0,2.0,2,3,0,0.17
810,811,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,810,28,1,2,17060,7.0,0,8.0,3,0,0,0,3.0,1.0,2.0,3,3,1,0.12
811,812,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,811,28,8,1,163070,1.0,0,1.0,3,1,0,0,1.0,3.0,1.0,2,3,0,0.16
812,813,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,812,28,9,2,59330,0.0,0,5.0,3,4,1,3,3.0,1.0,3.0,3,3,0,0.11
813,814,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,813,49,5,1,34240,4.0,0,10.0,3,3,1,2,3.0,1.0,3.0,3,3,0,0.11
814,815,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,814,29,8,1,40370,0.0,0,4.0,2,3,0,2,4.0,2.0,3.0,1,3,0,0.14
815,816,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,815,28,5,2,25590,1.0,0,8.0,3,8,1,7,3.0,2.0,2.0,2,3,0,0.11
816,817,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,816,33,15,1,62010,2.0,3,14.0,2,0,0,0,4.0,3.0,3.0,2,3,0,0.15
817,818,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,817,32,7,3,44030,2.0,0,10.0,3,5,0,0,3.0,4.0,4.0,2,4,0,0.2
818,819,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,818,54,10,4,37610,3.0,0,26.0,3,14,1,12,2.0,4.0,3.0,2,3,0,0.12
819,820,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,819,29,5,2,109340,6.0,2,11.0,2,9,0,7,1.0,1.0,1.0,3,3,1,0.17
820,821,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,820,44,26,1,107610,3.0,1,24.0,5,20,14,17,4.0,1.0,4.0,2,3,0,0.11
821,822,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,821,39,6,2,51750,4.0,1,9.0,2,2,2,2,2.0,2.0,3.0,4,3,0,0.17
822,823,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,822,46,4,3,138260,8.0,0,23.0,1,13,5,1,3.0,2.0,4.0,2,3,0,0.11
823,824,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,823,35,23,2,63340,1.0,0,11.0,2,11,3,3,4.0,2.0,1.0,4,3,0,0.14
824,825,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,824,23,2,2,49360,0.0,1,5.0,2,4,1,2,1.0,3.0,3.0,2,3,0,0.19
825,826,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,825,40,2,2,47750,3.0,1,15.0,3,5,1,0,4.0,1.0,1.0,4,3,1,0.15
